"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2228638","RES","CNL","6800 Fleetwood Rd #1219","Mclean","Fairfax, VA","1","1/1","Unit/Flat/Apartment","05/27/25","EXP Realty, LLC (EXXPR1)","$310,000"
"VAFX2224368","RES","CNL","7440 Old Maple Sq","Mclean","Fairfax, VA","5","4/1","Detached","07/01/25","TTR Sotheby's International Realty (TTRS6)","$2,200,000"
"VAFX2228410","RES","CNL","1524 Lincoln Way #422","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","06/14/25","UnionPlus Realty, Inc. (UPR1)","$269,900"
"VAFX2223422","RES","CNL","2022 Rockingham St","Mclean","Fairfax, VA","6","5/1","Detached","06/22/25","Compass (COMPS6)","$3,560,000"
"VAFX2227760","RES","CNL","919 Dominion Reserve Dr","Mclean","Fairfax, VA","6","6/3","Detached","03/25/25","Washington Fine Properties, LLC (WFP4)","$5,299,000"
"VAFX2227044","RES","CNL","1573 Westmoreland St","Mclean","Fairfax, VA","6","6","Detached","06/04/25","Long & Foster Real Estate, Inc. (LNG1)","$3,595,000"
"VAFX2213264","RES","CNL","4120 N Ridgeview Rd","Mclean","Fairfax, VA","6","3/1","Detached","03/26/25","Weichert, REALTORS (WEI70)","$1,799,000"
"VAFX2226746","RES","CNL","6519 Brawner St","Mclean","Fairfax, VA","6","7/2","Detached","06/23/25","Compass (COMPS5)","$4,875,000"
"VAFX2226116","RES","CNL","1803 Dumbarton St","Mclean","Fairfax, VA","5","7/1","Detached","06/24/25","Compass (COMPS5)","$3,995,000"
"VAFX2226062","RES","CNL","6018 Woodland Terrace","Mclean","Fairfax, VA","6","5/2","Detached","04/03/25","Keller Williams Realty (KWR21)","$4,090,000"
"VAFX2225768","RES","CNL","1705 East Ave","Mclean","Fairfax, VA","6","6/2","Detached","09/02/25","Brushstroke Properties (BRUSHS1)","$3,992,000"
"VAFX2224678","RES","CNL","7030 Santa Maria Ct","Mclean","Fairfax, VA","3","3","Detached","04/30/25","Keller Williams Realty (KWR21)","$1,448,000"
"VAFX2223562","RES","CNL","8111 Georgetown Pike","Mclean","Fairfax, VA","6","6/3","Detached","09/08/25","KW Metro Center (KWR9)","$5,999,888"
"VAFX2223266","RES","CNL","1536 Lincoln Way #303","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/20/25","Real Broker, LLC (REKL1)","$289,000"
"VAFX2222764","RES","CNL","1317 Mayflower Dr","Mclean","Fairfax, VA","4","3","Detached","04/18/25","Fairfax Realty of Tysons (FRX2)","$1,499,000"
"VAFX2222278","RES","CNL","8340 Greensboro Dr #902","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/24/25","Samson Properties (SAMP25)","$449,000"
"VAFX2222012","RES","CNL","6529 Fairlawn Dr","Mclean","Fairfax, VA","6","5/1","Detached","07/06/25","JPAR Preferred Properties (JPARP1)","$3,990,000"
"VAFX2219794","RES","CNL","8430 Brook Rd","Mclean","Fairfax, VA","6","7/2","Detached","10/15/25","Compass (COMPS5)","$5,999,888"
"VAFX2220950","RES","CNL","1944 Massachusetts Ave","Mclean","Fairfax, VA","6","6/1","Detached","03/17/25","KW Metro Center (KWR17)","$3,600,000"
"VAFX2220254","RES","CNL","2002 McFall St","Mclean","Fairfax, VA","7","7/1","Detached","02/17/25","TTR Sothebys International Realty (TTRS3)","$2,903,485"
"VAFX2218540","RES","CNL","8360 Greensboro Dr #211","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/16/25","KW Metro Center (KWR9)","$525,000"
"VAFX2218790","RES","CNL","4054 41st St N","Mclean","Fairfax, VA","5","3/1","Detached","03/26/25","TTR Sothebys International Realty (TTRS3)","$1,799,000"
"VAFX2218366","RES","CNL","825 Whann Ave","Mclean","Fairfax, VA","6","6/3","Detached","05/19/25","Keller Williams Realty (KWR21)","$8,245,000"
"VAFX2217890","RES","CNL","893 Georgetown Ridge Ct","Mclean","Fairfax, VA","6","7/2","Detached","","Long & Foster Real Estate, Inc. (LNG83)","$3,995,000"
"VAFX2217130","RES","CNL","5850 Aspen Wood Ct","Mclean","Fairfax, VA","5","3/1","Detached","01/16/25","Weichert, REALTORS (WEI70)","$1,699,000"
"VAFX2188228","RES","CNL","7011 Elizabeth Dr","Mclean","Fairfax, VA","5","5/3","Detached","04/22/25","Focal Point Real Estate , LLC (FPRE1)","$4,595,000"
"VAFX2196876","RES","CNL","1102 Chain Bridge Rd","Mclean","Fairfax, VA","6","7/3","Detached","03/24/25","Washington Fine Properties, LLC (WFP4)","$15,900,000"
"VAFX2214758","RES","CNL","7468 Carriage Hills Dr","Mclean","Fairfax, VA","3","3/2","End of Row/Townhouse","03/22/25","Mega Realty & Investment Inc (MEGR1)","$1,250,000"
"VAFX2214216","RES","CNL","1645 International Dr #408","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","02/01/25","Samson Properties (SAMP1)","$485,000"
"VAFX2214180","RES","CNL","1650 Silver Hill Dr #1307","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","01/03/25","Keller Williams Realty (KWR21)","$1,499,000"
"VAFX2202090","RES","CNL","1573 Westmoreland St","Mclean","Fairfax, VA","6","6","Detached","03/11/25","Long & Foster Real Estate, Inc. (LNG1)","$3,995,000"
"VAFX2208128","RES","CNL","5850 Aspen Wood Ct","Mclean","Fairfax, VA","5","3/1","Detached","01/10/25","Weichert, REALTORS (WEI70)","$1,699,000"
"VAFX2211964","RES","CNL","1450 Emerson Ave #G05-5","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","06/11/25","Washington Fine Properties, LLC (WFP4)","$1,450,000"
"VAFX2210484","RES","CNL","1781 Chain Bridge Rd #307","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","04/29/25","Wallach Realty (WLCH1)","$1,324,000"
"VAFX2210922","RES","CNL","1781 Chain Bridge Rd #307","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","12/02/24","Wallach Realty (WLCH1)","$6,800"
"VAFX2211438","RES","CNL","1415 Homeric Ct","Mclean","Fairfax, VA","7","7/1","Detached","02/17/25","TTR Sothebys International Realty (TTRS3)","$2,699,900"
"VAFX2210720","RES","CNL","1812 Opalocka Dr","Mclean","Fairfax, VA","6","7/0","Detached","02/17/25","TTR Sothebys International Realty (TTRS3)","$2,299,900"
"VAFX2207712","RES","CNL","1521 Spring Gate Dr #10102","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/31/26","Samson Properties (SAMP14)","$314,000"
"VAFX2209940","RES","CNL","1538 Inverness Park Ln","Mclean","Fairfax, VA","5","5/1","Detached","12/30/24","Long & Foster Real Estate, Inc. (LNG338)","$2,975,000"
"VAFX2209504","RES","CNL","4132 N River St","Mclean","Fairfax, VA","3","3","Detached","11/07/24","Elite (ELITE1)","$5,000"
"VAFX2208716","RES","CNL","8911 Georgetown Pike","Mclean","Fairfax, VA","6","7/2","Detached","01/28/25","TTR Sothebys International Realty (TTRS3)","$8,500,000"
"VAFX2208116","RES","CNL","1808 Old Meadow Rd #805","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","01/04/25","Redfin Corporation (REFC1)","$485,000"
"VAFX2207836","RES","CNL","8220 Crestwood Heights Dr #818","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","10/25/24","TTR Sotheby's International Realty (TTRS2)","$5,000"
"VAFX2207658","RES","CNL","1641 International Dr #312","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","12/27/24","EXP Realty, LLC (EXPY5)","$674,900"
"VAFX2207614","RES","CNL","8220 Crestwood Heights Dr #818","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","11/07/24","Elite (ELITE1)","$5,000"
"VAFX2207332","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","11/18/24","KW Metro Center (KWR9)","$3,149,888"
"VAFX2206948","RES","CNL","1614 6th Pl","Mclean","Fairfax, VA","6","6/1","Detached","03/24/25","Keller Williams Realty (KWR21)","$3,250,000"
"VAFX2205950","RES","CNL","7716 Georgetown Pike","Mclean","Fairfax, VA","7","7/4","Detached","03/28/25","TTR Sotheby's International Realty (TTRS5)","$9,200,000"
"VAFX2206034","RES","CNL","1491 Evans Farm Dr","Mclean","Fairfax, VA","5","5/1","Detached","11/18/24","Coldwell Banker Realty (CBRB47)","$2,399,000"
"VAFX2206170","RES","CNL","1601 Spring Gate Dr. #1110","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","12/17/24","Spring Hill Real Estate, LLC. (SHIL1)","$515,000"
"VAFX2205758","RES","CNL","6239 Kellogg Dr","Mclean","Fairfax, VA","5","3/1","Detached","11/06/24","Weichert, REALTORS (WEI70)","$1,375,000"
"VAFX2205740","RES","CNL","1940 Foxhall Rd","Mclean","Fairfax, VA","5","2/1","Detached","11/11/24","Weichert, REALTORS (WEI70)","$1,474,900"
"VAFX2195674","RES","CNL","1740 Atoga Ave","Mclean","Fairfax, VA","7","7/2","Detached","05/06/25","Compass (COMPS4)","$3,899,999"
"VAFX2204916","RES","CNL","1812 Opalocka Dr","Mclean","Fairfax, VA","6","7/0","Detached","11/14/24","TTR Sothebys International Realty (TTRS3)","$2,399,900"
"VAFX2204908","RES","CNL","6715 Old Chesterbrook Rd","Mclean","Fairfax, VA","7","7/1","Detached","11/20/24","TTR Sothebys International Realty (TTRS3)","$2,299,900"
"VAFX2204904","RES","CNL","1415 Homeric Ct","Mclean","Fairfax, VA","7","7/1","Detached","11/19/24","TTR Sothebys International Realty (TTRS3)","$2,749,900"
"VAFX2204718","RES","CNL","1621 Crescent Ln","Mclean","Fairfax, VA","4","3/0","Detached","11/13/24","Real Broker, LLC (REKL1)","$1,650,000"
"VAFX2204368","RES","CNL","1907 Bargo Court","Mclean","Fairfax, VA","6","6/1","Detached","02/20/25","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$4,250,000"
"VAFX2203442","RES","CNL","1034 Founders Ridge Ln","Mclean","Fairfax, VA","7","7/3","Detached","04/21/25","Keller Williams Realty (KWR8)","$4,899,000"
"VAFX2202680","RES","CNL","4054 41st St N","Mclean","Fairfax, VA","5","3/1","Detached","01/21/25","TTR Sothebys International Realty (TTRS3)","$1,895,000"
"VAFX2195434","RES","CNL","1742 Atoga Ave","Mclean","Fairfax, VA","7","7/2","Detached","05/06/25","Compass (COMPS4)","$4,099,999"
"VAFX2202372","RES","CNL","6447 Tucker Ave","Mclean","Fairfax, VA","7","6","Detached","01/24/25","Keller Williams Realty (KWR21)","$2,395,000"
"VAFX2198534","RES","CNL","8380 Greensboro Dr #210","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","12/27/24","Metropolitan Properties (METP1)","$575,000"
"VAFX2200980","RES","CNL","6239 Kellogg Dr","Mclean","Fairfax, VA","5","3/1","Detached","10/09/24","Weichert, REALTORS (WEI70)","$1,375,000"
"VAFX2194738","RES","CNL","8110 Georgetown Pike","Mclean","Fairfax, VA","6","6/1","Detached","03/25/25","Washington Fine Properties, LLC (WFP4)","$7,500,000"
"VAFX2201234","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","10/22/24","KW Metro Center (KWR9)","$3,199,888"
"VAFX2198086","RES","CNL","8104 Cawdor Ct","Mclean","Fairfax, VA","7","7/1","Detached","10/15/24","Focal Point Real Estate , LLC (FPRE1)","$3,095,000"
"VAFX2197092","RES","CNL","1106 Mill Rdg","Mclean","Fairfax, VA","9","8/2","Detached","09/03/25","TTR Sotheby's International Realty (TTRS2)","$4,390,000"
"VAFX2199114","RES","CNL","1611 Hunting Ave","Mclean","Fairfax, VA","6","6","Detached","10/28/24","Innovation Properties, LLC (ZOOME1)","$2,088,888"
"VAFX2197596","RES","CNL","6620 Fletcher Ln","Mclean","Fairfax, VA","5","5/1","Detached","11/15/24","Yeonas & Shafran Real Estate, LLC (YSRE1)","$4,950,000"
"VAFX2198904","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","09/11/24","KW Metro Center (KWR9)","$3,299,888"
"VAFX2198566","RES","CNL","1174 Old Tolson Mill Rd","Mclean","Fairfax, VA","6","7/3","Detached","04/25/25","TTR Sotheby's International Realty (TTRS5)","$5,995,000"
"VAFX2198464","RES","CNL","1600 Spring Gate Dr #2408","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","09/05/24","Maryland Pro Realty (MPRE1)","$349,000"
"VAFX2198228","RES","CNL","1284 Ballantrae Farm Dr","Mclean","Fairfax, VA","7","6/3","Detached","01/23/25","Washington Fine Properties, LLC (WFP4)","$3,650,000"
"VAFX2192252","RES","CNL","1940 Foxhall Rd","Mclean","Fairfax, VA","5","2/1","Detached","10/09/24","Weichert, REALTORS (WEI70)","$1,474,900"
"VAFX2193224","RES","CNL","7507 Box Elder Ct","Mclean","Fairfax, VA","7","6/1","Detached","10/18/24","Innovation Properties, LLC (ZOOME1)","$3,250,000"
"VAFX2192082","RES","CNL","6304 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","03/25/25","Compass (COMPS5)","$2,450,000"
"VAFX2192798","RES","CNL","1650 Silver Hill Dr #1408","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","08/28/24"," (PARD1)","$550,000"
"VAFX2192086","RES","CNL","6627 Ivy Hill Dr","Mclean","Fairfax, VA","6","5/1","Detached","07/27/24","Redfin Corporation (REFC1)","$2,290,000"
"VAFX2185356","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","08/28/24","KW Metro Center (KWR9)","$3,399,888"
"VAFX2190922","RES","CNL","6454 Old Chesterbrook Rd","Mclean","Fairfax, VA","4","4/1","Detached","07/29/24","RE/MAX Distinctive Real Estate, Inc. (RMAX5)","$2,174,900"
"VAFX2190656","RES","CNL","6447 Tucker Ave","Mclean","Fairfax, VA","7","6","Detached","09/04/24","Redfin Corporation (REFC1)","$2,490,000"
"VAFX2189024","RES","CNL","1178 Randolph Rd","Mclean","Fairfax, VA","4","4/2","Detached","11/17/24","HomeZu.com of Virginia (JPS1)","$2,149,000"
"VAFX2187778","RES","CNL","1347 Kirby Rd","Mclean","Fairfax, VA","7","7/3","Detached","06/26/24","Fairfax Realty of Tysons (FRX2)","$4,395,500"
"VAFX2183548","RES","CNL","1306 Ballantrae Ct","Mclean","Fairfax, VA","6","8/1","Detached","11/19/25","Corcoran McEnearney (MCE3)","$10,950,000"
"VAFX2187196","RES","CNL","1609 Hunting Ave","Mclean","Fairfax, VA","6","6","Detached","08/28/24","Innovation Properties, LLC (ZOOME1)","$2,150,000"
"VAFX2186908","RES","CNL","935 Dead Run Dr","Mclean","Fairfax, VA","6","6/2","Detached","08/01/24","Keller Williams Realty (KWR21)","$3,749,999"
"VAFX2186594","RES","CNL","7600 Tremayne #210","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","11/27/24","Compass (COMPS5)","$349,900"
"VAFX2179846","RES","CNL","6400 Divine St","Mclean","Fairfax, VA","4","4/0","Detached","10/10/24","Samson Properties (SAMP6)","$2,249,000"
"VAFX2185312","RES","CNL","4041 41st St N","Mclean","Fairfax, VA","5","3/1","Detached","08/30/24","Keller Williams Realty (KWR21)","$1,799,000"
"VAFX2184242","RES","CNL","935 Dead Run Dr","Mclean","Fairfax, VA","6","6/2","Detached","08/01/24","Keller Williams Realty (KWR21)","$3,849,999"
"VAFX2183942","RES","CNL","1284 Ballantrae Farm Dr","Mclean","Fairfax, VA","7","6/3","Detached","08/22/24","Washington Fine Properties, LLC (WFP4)","$3,650,000"
"VAFX2183796","RES","CNL","7651 Tremayne Pl #309","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/28/24","Federa, Inc. (FEDRT1)","$300,000"
"VAFX2182640","RES","CNL","8541 Old Dominion Dr","Mclean","Fairfax, VA","6","7/2","Detached","07/23/24","NetRealtyNow.com, LLC (NRN2)","$3,795,000"
"VAFX2181300","RES","CNL","1601 Spring Gate Dr. #1110","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","05/31/24","Spring Hill Real Estate, LLC. (SHIL1)","$520,000"
"VAFX2182118","RES","CNL","919 Dominion Reserve Dr","Mclean","Fairfax, VA","6","6/3","Detached","03/13/25","Washington Fine Properties, LLC (WFP4)","$5,299,000"
"VAFX2181908","RES","CNL","1390 Ingleside Ave","Mclean","Fairfax, VA","3","4/1","End of Row/Townhouse","07/23/24","Long & Foster Real Estate, Inc. (LNG83)","$1,480,000"
"VAFX2181306","RES","CNL","1570 Spring Gate Dr #7214","Mclean","Fairfax, VA","2","2","Penthouse Unit/Flat/Apartment","06/13/24","Realty ONE Group Capital (ROGC1)","$518,500"
"VAFX2180474","RES","CNL","1412 McLean Mews Ct","Mclean","Fairfax, VA","3","2/2","End of Row/Townhouse","05/15/24","Save 6, Incorporated (SAV1)","$1,299,000"
"VAFX2177706","RES","CNL","1915 Westmoreland St","Mclean","Fairfax, VA","5","3/0","Detached","05/21/24","GSHwang Realty (GSHW1)","$1,290,000"
"VAFX2179244","RES","CNL","935 Dead Run Dr","Mclean","Fairfax, VA","6","6/2","Detached","08/01/24","Keller Williams Realty (KWR21)","$3,975,000"
"VAFX2178794","RES","CNL","7506 Box Elder Ct","Mclean","Fairfax, VA","5","3/0","Detached","07/08/24","Cottage Street Realty LLC (CTST1)","$1,380,000"
"VAFX2178466","RES","CNL","8220 Crestwood Heights Dr #710","Mclean","Fairfax, VA","1","2","Unit/Flat/Apartment","06/02/24","Real Broker, LLC (REKL1)","$635,000"
"VAFX2177470","RES","CNL","6900 Fleetwood Rd #503","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","09/25/25","Long & Foster Real Estate, Inc. (LNG83)","$1,229,000"
"VAFX2173820","RES","CNL","5844 Bermuda Ct","Mclean","Fairfax, VA","5","3/1","Detached","10/28/24","Global Alliance Realty & Management Services Inc (GARM1)","$2,490,000"
"VAFX2175604","RES","CNL","8452 Holly Leaf","Mclean","Fairfax, VA","6","5/1","Detached","07/15/24","Keller Williams Realty (KWR21)","$3,599,999"
"VAFX2176632","RES","CNL","825 Whann Ave","Mclean","Fairfax, VA","6","6/3","Detached","05/28/24","Keller Williams Realty (KWR21)","$7,690,000"
"VAFX2175370","RES","CNL","1800 Old Meadow Rd #113","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/07/24","Taylor Properties (TAYL13)","$479,900"
"VAFX2174572","RES","CNL","6884 Churchill Rd","Mclean","Fairfax, VA","6","6/2","Detached","07/11/24","Keller Williams Realty (KWR21)","$4,500,000"
"VAFX2175110","RES","CNL","7805 Grovemont Dr","Mclean","Fairfax, VA","6","7/2","Detached","05/02/24","CENTURY 21 New Millennium (CENT2007)","$9,900,000"
"VAFX2172458","RES","CNL","4054 41st St N","Mclean","Fairfax, VA","6","3/1","Detached","09/24/24","Keller Williams Realty (KWR21)","$1,799,000"
"VAFX2174484","RES","CNL","1907 Bargo Court","Mclean","Fairfax, VA","6","6/1","Detached","02/20/25","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$4,699,900"
"VAFX2173646","RES","CNL","681 Chain Bridge Rd","Mclean","Fairfax, VA","11","12/1","Detached","06/17/25","Long & Foster Real Estate, Inc. (LNG1)","$3,899,000"
"VAFX2172294","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","07/18/24","KW Metro Center (KWR9)","$3,499,888"
"VAFX2171994","RES","CNL","6429 Old Chesterbrook Rd","Mclean","Fairfax, VA","5","3/1","Detached","05/10/24","Samson Properties (SAMP4)","$1,650,000"
"VAFX2171616","RES","CNL","1311 Summerwood Ct","Mclean","Fairfax, VA","6","5/3","Detached","05/22/24","Samson Properties (SAMP6)","$3,250,000"
"VAFX2169982","RES","CNL","6123 Long Meadow Rd","Mclean","Fairfax, VA","5","5/2","Detached","05/15/24","Washington Fine Properties, LLC (WFP4)","$3,300,000"
"VAFX2170692","RES","CNL","6800 Old Chesterbrook Rd","Mclean","Fairfax, VA","6","5/1","Detached","08/12/24","Innovation Properties, LLC (ZOOME1)","$2,500,000"
"VAFX2170442","RES","CNL","8220 Crestwood Heights Dr #1410 / 1411","Mclean","Fairfax, VA","2","4/0","Unit/Flat/Apartment","11/01/24","Long & Foster Real Estate, Inc. (LNG83)","$1,450,000"
"VAFX2170674","RES","CNL","1808 Old Meadow Rd #303","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/07/24","America's Choice Realty (AMCH1)","$299,999"
"VAFX2169918","RES","CNL","1635 1st Pl","Mclean","Fairfax, VA","6","6/1","Detached","06/25/24","KW Metro Center (KWR9)","$2,699,888"
"VAFX2168726","RES","CNL","6004 Balsam Dr","Mclean","Fairfax, VA","6","6","Detached","07/03/24","TTR Sothebys International Realty (TTRS3)","$3,599,000"
"VAFX2168688","RES","CNL","7304 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","10/07/24","Washington Fine Properties, LLC (WFP1)","$2,645,000"
"VAFX2154162","RES","CNL","4040 41st St N","Mclean","Fairfax, VA","7","5/1","Detached","05/21/24","TTR Sotheby's International Realty (TTRS6)","$1,900,000"
"VAFX2160730","RES","CNL","1347 Kirby Rd","Mclean","Fairfax, VA","7","7/3","Detached","09/06/24","Fairfax Realty of Tysons (FRX2)","$4,694,500"
"VAFX2167766","RES","CNL","1365 Hardison Ln","Mclean","Fairfax, VA","5","5/1","Detached","04/02/24","Grace Home Realty & Investment (GHRI1)","$2,400,000"
"VAFX2166180","RES","CNL","1956 Kennedy Dr #T1","Mclean","Fairfax, VA","2","1/0","Unit/Flat/Apartment","05/07/24","Compass (COMPS5)","$340,000"
"VAFX2167120","RES","CNL","620 Rivercrest Dr","Mclean","Fairfax, VA","6","5/1","Detached","07/05/24","Compass (COMPS5)","$8,997,000"
"VAFX2163656","RES","CNL","1415 Homeric Ct","Mclean","Fairfax, VA","7","7/1","Detached","10/02/24","TTR Sothebys International Realty (TTRS3)","$2,814,050"
"VAFX2166608","RES","CNL","8220 Crestwood Heights Dr #511","Mclean","Fairfax, VA","1","2","Penthouse Unit/Flat/Apartment","07/04/24","Spring Hill Real Estate, LLC. (SHIL1)","$645,000"
"VAFX2166652","RES","CNL","1506 Dewberry Ct","Mclean","Fairfax, VA","7","7/2","Detached","06/12/24","Northern Virginia Real Estate Inc. (LMK1)","$3,295,000"
"VAFX2166514","RES","CNL","8370 Greensboro Dr #222 & 224","Mclean","Fairfax, VA","4","4","Unit/Flat/Apartment","07/24/24","Samson Properties (SAMP1)","$975,000"
"VAFX2166478","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","6","5/3","Detached","06/28/24","USRealty.com LLP (HPADCOM)","$3,399,999"
"VAFX2166480","RES","CNL","1635 1st Pl","Mclean","Fairfax, VA","6","6/1","Detached","03/19/24","KW Metro Center (KWR9)","$2,799,888"
"VAFX2163642","RES","CNL","1606 Brookside Rd","Mclean","Fairfax, VA","7","7/1","Detached","05/14/24","Compass (COMPS5)","$3,199,000"
"VAFX2165376","RES","CNL","8360 Greensboro Dr #918","Mclean","Fairfax, VA","3","3","Unit/Flat/Apartment","07/17/24","Redfin Corporation (REFC1)","$899,968"
"VAFX2165558","RES","CNL","1127 Guilford Ct","Mclean","Fairfax, VA","7","7/1","Detached","08/11/24","Innovation Properties, LLC (ZOOME1)","$3,450,000"
"VAFX2164118","RES","CNL","7824 Swinks Mill Ct","Mclean","Fairfax, VA","5","5/2","Detached","05/09/24","Long & Foster Real Estate, Inc. (LNG83)","$3,125,000"
"VAFX2165256","RES","CNL","1102 Chain Bridge Rd","Mclean","Fairfax, VA","6","7/3","Detached","08/14/24","Washington Fine Properties, LLC (WFP4)","$15,900,000"
"VAFX2164320","RES","CNL","6368 Lynwood Hill Rd","Mclean","Fairfax, VA","5","4/1","Detached","05/31/24","EXP Realty, LLC (EXPY5)","$1,877,000"
"VAFX2163832","RES","CNL","5900 Calla Dr","Mclean","Fairfax, VA","6","6/1","Detached","03/21/24","Compass (COMPS5)","$3,499,777"
"VAFX2163864","RES","CNL","7304 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","03/07/24","Samson Properties (SAMP1)","$2,750,000"
"VAFX2163632","RES","CNL","1609 Hunting Ave","Mclean","Fairfax, VA","6","6","Detached","04/02/24","Innovation Properties, LLC (ZOOME1)","$2,200,000"
"VAFX2162928","RES","CNL","6121 Long Meadow Rd","Mclean","Fairfax, VA","5","7/1","Detached","05/13/24","Arlington Realty, Inc. (ARL1)","$1,999,000"
"VAFX2162108","RES","CNL","1609 Hunting Ave","Mclean","Fairfax, VA","6","6","Detached","02/04/24","Innovation Properties, LLC (ZOOME1)","$2,050,000"
"VAFX2161562","RES","CNL","1800 Old Meadow Rd #1516","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/20/24","Washington Fine Properties, LLC (WFP4)","$375,000"
"VAFX2162024","RES","CNL","8380 Greensboro Dr #322","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/26/24","TTR Sothebys International Realty (TTRS3)","$575,000"
"VAFX2161564","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","04/03/24","KW Metro Center (KWR9)","$3,499,888"
"VAFX2161402","RES","CNL","1611 Hunting Ave","Mclean","Fairfax, VA","6","6","Detached","06/19/24","Innovation Properties, LLC (ZOOME1)","$2,150,000"
"VAFX2160884","RES","CNL","7008 Arbor Ln","Mclean","Fairfax, VA","4","2/2","Detached","08/08/24","Barnes Real Estate Company (BARN01)","$1,995,000"
"VAFX2160820","RES","CNL","6121 Long Meadow","Mclean","Fairfax, VA","5","7/1","Detached","02/05/24","Keller Williams Capital Properties (KWCP1)","$1,599,900"
"VAFX2160920","RES","CNL","1327 Mayflower Dr","Mclean","Fairfax, VA","7","7/1","Detached","06/11/24","KW Metro Center (KWR19)","$2,810,000"
"VAFX2160768","RES","CNL","1365 Hardison Ln","Mclean","Fairfax, VA","5","5/1","Detached","02/19/24","Grace Home Realty & Investment (GHRI1)","$2,400,000"
"VAFX2160210","RES","CNL","7011 Tyndale St","Mclean","Fairfax, VA","7","7/1","Detached","08/06/24","Innovation Properties, LLC (ZOOME1)","$2,999,900"
"VAFX2159684","RES","CNL","1428 Waggaman Cir","Mclean","Fairfax, VA","6","6/2","Detached","07/13/24","Corcoran McEnearney (MCE3)","$4,799,950"
"VAFX2158648","RES","CNL","1615 Evers Dr","Mclean","Fairfax, VA","5","3/0","Detached","01/05/24","Libra Realty, LLC (LRL1)","$1,300,000"
"VAFX2155932","RES","CNL","1907 Bargo Court","Mclean","Fairfax, VA","6","6/1","Detached","04/17/24","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$4,749,675"
"VAFX2158548","RES","CNL","7916 Lewinsville Rd","Mclean","Fairfax, VA","6","6/2","Detached","05/31/24","Spring Hill Real Estate, LLC. (SHIL1)","$3,250,000"
"VAFX2157776","RES","CNL","7661 Provincial Dr #112","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","01/01/24","Compass (COMPS1)","$339,500"
"VAFX2157708","RES","CNL","1635 1st Pl","Mclean","Fairfax, VA","6","6/1","Detached","02/28/24","KW Metro Center (KWR9)","$2,899,888"
"VAFX2156886","RES","CNL","612 Rivercrest Dr","Mclean","Fairfax, VA","8","9/3","Detached","08/13/24","Long & Foster Real Estate, Inc. (LNG83)","$22,000,000"
"VAFX2157262","RES","CNL","612 Rivercrest Dr","Mclean","Fairfax, VA","8","9/3","Detached","12/28/23","Long & Foster Real Estate, Inc. (LNG83)","$12,000,000"
