"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2175768","RES","CLS","7600 Tremayne Pl #103","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/14/24","Samson Properties (SAMP24)","$366,000"
"VAFX2175614","RES","CLS","1952 Kennedy Dr #103","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","07/01/24","Brushstroke Properties (BRUSHS1)","$369,900"
"VAFX2175800","RES","CLS","1404 McLean Mews Ct","Mclean","Fairfax, VA","3","2/2","End of Row/Townhouse","05/24/24","Washington Fine Properties, LLC (WFP4)","$1,190,000"
"VAFX2162130","RES","CLS","8035 Georgetown Pike","Mclean","Fairfax, VA","4","4/3","Detached","12/20/24","Compass (COMPS5)","$2,700,000"
"VAFX2175752","RES","CLS","8380 Greensboro Dr #318","Mclean","Fairfax, VA","3","3","Unit/Flat/Apartment","02/12/25","Samson Properties (SAMP1)","$825,000"
"VAFX2175450","RES","CLS","8220 Crestwood Heights Dr #1304","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","06/12/24","Fairfax Realty of Tysons (FRX2)","$1,125,380"
"VAFX2171326","RES","CLS","6305 Stoneham Ln","Mclean","Fairfax, VA","5","4/1","Detached","07/01/24","Weichert, REALTORS (WEI70)","$1,800,000"
"VAFX2174490","RES","CLS","1803 Dumbarton St","Mclean","Fairfax, VA","33","2/1","Detached","04/19/24","Compass (COMPS6)","$1,225,000"
"VAFX2168818","RES","CLS","7628 Huntmaster Ln","Mclean","Fairfax, VA","4","4/1","Detached","06/24/24","Compass (COMPS5)","$1,650,000"
"VAFX2168498","RES","CLS","1212 Old Stable Rd","Mclean","Fairfax, VA","5","3/1","Detached","04/12/24","Bright MLS (BRIGHT1)","$1,625,000"
"VAFX2172256","RES","CLS","2121 Elliott Ave","Mclean","Fairfax, VA","6","5/1","Detached","06/06/24","Long & Foster Real Estate, Inc. (LNG83)","$2,500,000"
"VAFX2175490","RES","CLS","7028 Arbor Ln","Mclean","Fairfax, VA","4","3/1","Detached","06/11/24","TTR Sotheby's International Realty (TTRS8)","$1,790,000"
"VAFX2175356","RES","CLS","2019 Franklin Ave","Mclean","Fairfax, VA","5","4/1","Detached","06/12/24","Homecoin.com (HMECOIN1)","$2,399,000"
"VAFX2174674","RES","CLS","1850 Patton Ter","Mclean","Fairfax, VA","6","6/2","Detached","07/12/24","Keller Williams Realty (KWR21)","$2,700,000"
"VAFX2175306","RES","CLS","6809 Old Chesterbrook Rd","Mclean","Fairfax, VA","4","3","Detached","10/15/24","Raptis Real Estate LLC (VALN1)","$1,150,000"
"VAFX2174752","RES","CLS","7680 Tremayne Pl #211","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/08/24","EXP Realty, LLC (EXXPR1)","$376,000"
"VAFX2175154","RES","CLS","6900 Fleetwood Rd #315","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","07/03/24","Giant Realty, Inc. (NSRI1)","$1,000,000"
"VAFX2170588","RES","CLS","1035 Carper St","Mclean","Fairfax, VA","7","7/1","Detached","07/25/24","TTR Sothebys International Realty (TTRS3)","$2,720,000"
"VAFX2174896","RES","CLS","1470 Spring Vale Ave","Mclean","Fairfax, VA","5","4/1","Detached","07/01/24","Washington Fine Properties, LLC (WFP4)","$2,299,000"
"VAFX2175048","RES","CLS","8370 Greensboro Dr #502","Mclean","Fairfax, VA","1","1","Penthouse Unit/Flat/Apartment","05/08/24","McEnearney Associates, Inc. (MCE3)","$360,000"
"VAFX2173684","RES","CLS","8370 Greensboro Dr #118","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/10/24","Compass (COMPS7)","$409,000"
"VAFX2174172","RES","CLS","8370 Greensboro Dr #1007","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","05/09/24","Keller Williams Realty (KWR21)","$600,000"
"VAFX2172620","RES","CLS","6401 Old Dominion Dr","Mclean","Fairfax, VA","6","6/2","Detached","06/17/24","Samson Properties (SAMP14)","$2,625,000"
"VAFX2174658","RES","CLS","1617 Kirby Rd","Mclean","Fairfax, VA","5","6/1","Detached","09/06/24","Glass House Real Estate (PTRET1)","$1,850,000"
"VAFX2174690","RES","CLS","6539 Fairlawn Dr","Mclean","Fairfax, VA","4","3","Detached","05/15/24","RE/MAX Allegiance (RMAX34)","$1,200,000"
"VAFX2173574","RES","CLS","8360 Greensboro Dr #109","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","06/28/24","Fairfax Realty of Tysons (FRX2)","$370,000"
"VAFX2174470","RES","CLS","6429 Old Chesterbrook Rd","Mclean","Fairfax, VA","5","3/1","Detached","05/10/24","Samson Properties (SAMP4)","$1,612,000"
"VAFX2174494","RES","CLS","8600 Brook Rd","Mclean","Fairfax, VA","7","6/3","Detached","06/18/24","Compass (COMPS5)","$5,125,000"
"VAFX2174402","RES","CLS","1934 Massachusetts Ave","Mclean","Fairfax, VA","7","6","Detached","01/06/25","Modern Jones, LLC (MODJONES)","$2,665,000"
"VAFX2174596","RES","CLS","1119 Randolph Rd","Mclean","Fairfax, VA","4","2/2","Interior Row/Townhouse","05/21/24","Compass (COMPS5)","$1,040,000"
"VAFX2174132","RES","CLS","7845 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","05/03/24","TTR Sothebys International Realty (TTRS3)","$1,850,000"
"VAFX2173206","RES","CLS","1645 International Dr #426","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/20/24","Pearson Smith Realty, LLC (PSTH3)","$569,000"
"VAFX2172890","RES","CLS","7640 Tremayne Pl #201","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/23/24","Samson Properties (SAMP24)","$400,000"
"VAFX2174152","RES","CLS","7011 Elizabeth Dr","Mclean","Fairfax, VA","4","3","Detached","04/15/24","Non Subscribing Office (NON1)","$1,450,000"
"VAFX2173286","RES","CLS","1714 Strine Dr","Mclean","Fairfax, VA","5","4/1","Detached","06/04/24","Keller Williams Realty (KWR21)","$2,300,000"
"VAFX2163012","RES","CLS","8370 Greensboro Dr #1009","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/20/24","Keller Williams Realty (KWR21)","$450,000"
"VAFX2174054","RES","CLS","1434 Cedar Ave","Mclean","Fairfax, VA","6","5/1","Detached","06/14/24","Washington Fine Properties, LLC (WFP4)","$2,510,000"
"VAFX2165550","RES","CLS","6800 Weaver Ave","Mclean","Fairfax, VA","3","3","Detached","04/29/24","Long & Foster Real Estate, Inc. (LNG83)","$1,250,000"
"VAFX2172956","RES","CLS","6514 Byrnes Dr","Mclean","Fairfax, VA","4","3","Detached","05/08/24","Giant Realty, Inc. (NSRI1)","$1,250,000"
"VAFX2173532","RES","CLS","6368 Lynwood Hill Rd","Mclean","Fairfax, VA","5","4/1","Detached","05/31/24","EXP Realty, LLC (EXPY5)","$1,800,000"
"VAFX2173530","RES","CLS","700 Bulls Neck Rd","Mclean","Fairfax, VA","8","10/5","Detached","10/31/24","TTR Sothebys International Realty (TTRS3)","$25,500,000"
"VAFX2165852","RES","CLS","1794 Westwind Way","Mclean","Fairfax, VA","3","2","Interior Row/Townhouse","07/31/24","Century 21 Accent Homes (CENT42)","$480,000"
"VAFX2169718","RES","CLS","6620 Madison McLean Dr","Mclean","Fairfax, VA","3","3/1","End of Row/Townhouse","03/12/24","Non Subscribing Office (NON1)","$1,300,000"
"VAFX2173912","RES","CLS","7008 Benjamin St","Mclean","Fairfax, VA","7","7/3","Detached","09/30/24","Yeonas & Shafran Real Estate, LLC (YSRE1)","$8,543,671"
"VAFX2163288","RES","CLS","1466 Kirby Rd","Mclean","Fairfax, VA","4","3/0","Detached","05/15/24","Weichert, REALTORS (WEI70)","$1,560,000"
"VAFX2170358","RES","CLS","8350 Greensboro Dr #905","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/21/24","TTR Sotheby's International Realty (TTRS2)","$540,000"
"VAFX2171068","RES","CLS","7126 Merrimac Dr","Mclean","Fairfax, VA","6","6/1","Detached","06/03/24","Washington Fine Properties ,LLC (WFP8)","$3,400,000"
"VAFX2172480","RES","CLS","1460 Highwood Dr","Mclean","Fairfax, VA","5","5/1","Detached","05/17/24","Keller Williams Realty (KWR21)","$1,725,000"
"VAFX2173732","RES","CLS","1205 Swinks Mill Rd","Mclean","Fairfax, VA","4","3/0","Detached","05/22/24","Compass (COMPS2)","$1,630,000"
"VAFX2165700","RES","CLS","910 Peacock Station Rd","Mclean","Fairfax, VA","6","4","Detached","05/10/24","TTR Sothebys International Realty (TTRS3)","$2,460,000"
"VAFX2172124","RES","CLS","6022 Oakdale Rd","Mclean","Fairfax, VA","5","5/0","Detached","05/16/24","Keller Williams Realty (KWR21)","$1,950,000"
"VAFX2169808","RES","CLS","1504 Lincoln Way #320","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/16/24","Samson Properties (SAMP4)","$259,000"
"VAFX2173426","RES","CLS","7347 Eldorado St","Mclean","Fairfax, VA","3","2/2","End of Row/Townhouse","05/22/24","NewStar 1st Realty, LLC (PRIE1)","$921,000"
"VAFX2173462","RES","CLS","6280 Dunaway Ct","Mclean","Fairfax, VA","5","4/1","Detached","04/10/24","Non Subscribing Office (NON1)","$2,000,000"
"VAFX2172936","RES","CLS","1530 Spring Gate Dr #9214","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","06/17/24","Soldsense (SLDS1)","$590,000"
"VAFX2166762","RES","CLS","7760 Legere Ct #25","Mclean","Fairfax, VA","4","4/1","Interior Row/Townhouse","05/15/24","Long & Foster Real Estate, Inc. (LNG44)","$1,130,000"
"VAFX2173228","RES","CLS","1198 Windrock Dr","Mclean","Fairfax, VA","7","6/3","Detached","04/04/25","TTR Sotheby's International Realty (TTRS2)","$4,150,000"
"VAFX2173356","RES","CLS","7600 Tremayne Pl #307","Mclean","Fairfax, VA","2","1","Other","05/29/24","Long & Foster Real Estate, Inc. (LNG1)","$335,000"
"VAFX2173024","RES","CLS","8509 Brook Rd","Mclean","Fairfax, VA","5","5/0","Detached","05/15/24","Washington Fine Properties, LLC (WFP4)","$2,510,000"
"VAFX2173142","RES","CLS","1535 Lincoln Way #104","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/30/24","RE/MAX Executives (RMAX202)","$285,000"
"VAFX2170344","RES","CLS","1911 Barbee St","Mclean","Fairfax, VA","6","6/2","Detached","06/04/24","Long & Foster Real Estate, Inc. (LNG80)","$2,550,000"
"VAFX2173312","RES","CLS","8360 Greensboro Dr #601","Mclean","Fairfax, VA","3","3/0","Unit/Flat/Apartment","06/05/24","Realty ONE Group Capital (ROGC1)","$770,000"
"VAFX2172734","RES","CLS","6516 Ivy Hill Dr","Mclean","Fairfax, VA","6","7/1","Detached","04/10/25","Brushstroke Properties (BRUSHS1)","$2,685,000"
"VAFX2171908","RES","CLS","7661 Provincial Dr #202","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","05/08/24","Compass (COMPS2)","$395,000"
"VAFX2163810","RES","CLS","1916 Valley Wood Rd","Mclean","Fairfax, VA","6","6/1","Detached","06/03/24","Keller Williams Realty (KWR21)","$2,925,000"
"VAFX2173034","RES","CLS","8220 Crestwood Heights Dr #1009","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","07/31/24","NewStar 1st Realty, LLC (PRIE1)","$675,000"
"VAFX2160276","RES","CLS","7844 Montvale Way","Mclean","Fairfax, VA","5","6/2","Detached","05/03/24","Compass (COMPS5)","$4,130,000"
"VAFX2167234","RES","CLS","1548 Davidson Rd","Mclean","Fairfax, VA","6","5/1","Detached","06/10/24","Compass (COMPS5)","$2,575,000"
"VAFX2172898","RES","CLS","7713 Crossover Dr","Mclean","Fairfax, VA","6","4/2","Detached","05/15/24","Samson Properties (SAMP1)","$2,250,000"
"VAFX2172724","RES","CLS","1600 Spring Gate Dr #2206","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/22/24","KW Metro Center (KWR17)","$370,000"
"VAFX2168110","RES","CLS","839 Towlston Rd","Mclean","Fairfax, VA","4","4/2","Detached","05/15/24","TTR Sotheby's International Realty (TTRS5)","$2,035,000"
"VAFX2167640","RES","CLS","6025 Woodland Ter","Mclean","Fairfax, VA","3","4/1","Detached","06/20/24","Weichert, REALTORS (WEI70)","$2,350,000"
"VAFX2172578","RES","CLS","1530 Spring Gate Dr #9212","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/08/24","Samson Properties (SAMP1)","$335,000"
"VAFX2171668","RES","CLS","6661 Madison McLean Dr","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","04/22/24","RE/MAX Allegiance (RMAX27)","$915,021"
"VAFX2172198","RES","CLS","1761 Old Meadow Rd #122","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","05/24/24","Main Street Realty (MSR1)","$1,210,000"
"VAFX2170148","RES","CLS","1714 Forest Ln","Mclean","Fairfax, VA","6","6/1","Detached","05/16/24","Keller Williams Realty (KWR21)","$3,200,000"
"VAFX2171168","RES","CLS","1108 Bellview Rd","Mclean","Fairfax, VA","5","3/1","Detached","05/30/24","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$1,549,900"
"VAFX2171214","RES","CLS","6433 Tucker Ave","Mclean","Fairfax, VA","5","4/1","Detached","05/15/24","Keller Williams Realty (KWR21)","$1,378,500"
"VAFX2172502","RES","CLS","7887 Jones Branch Dr #1006","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","03/27/24","Non Subscribing Office (NON1)","$908,000"
"VAFX2161314","RES","CLS","1434 Colleen Ln","Mclean","Fairfax, VA","6","6/1","Detached","01/15/25","Compass (COMPS5)","$3,100,000"
"VAFX2171812","RES","CLS","1001 Savile Ln","Mclean","Fairfax, VA","8","6/1","Detached","04/29/25","Long & Foster Real Estate, Inc. (LNG83)","$4,400,000"
"VAFX2171330","RES","CLS","6858 Saint Albans Rd","Mclean","Fairfax, VA","4","4/1","Detached","04/29/24","Cottage Street Realty LLC (CTST1)","$1,635,000"
"VAFX2170842","RES","CLS","704 Belgrove Rd","Mclean","Fairfax, VA","5","6/1","Interior Row/Townhouse","07/12/24","TTR Sothebys International Realty (TTRS3)","$1,550,000"
"VAFX2171272","RES","CLS","1426 Lady Bird Dr","Mclean","Fairfax, VA","4","3/2","Detached","05/15/24","Compass (COMPS5)","$1,720,000"
"VAFX2170724","RES","CLS","7640 Tremayne Pl #302","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/15/24","Samson Properties (SAMP33)","$291,500"
"VAFX2171488","RES","CLS","940 Swinks Mill Rd","Mclean","Fairfax, VA","6","5/3","Detached","04/15/25","Washington Fine Properties, LLC (WFP4)","$2,600,000"
"VAFX2171204","RES","CLS","1780 Westwind Way #92","Mclean","Fairfax, VA","3","1/1","Unit/Flat/Apartment","04/25/24","Compass (COMPS7)","$506,000"
"VAFX2170804","RES","CLS","4074 Rosamora Ct","Mclean","Fairfax, VA","6","4/1","Detached","04/29/24","Samson Properties (SAMP14)","$2,185,000"
"VAFX2167890","RES","CLS","6288 Dunaway Ct","Mclean","Fairfax, VA","5","5/1","Detached","04/25/24","TTR Sothebys International Realty (TTRS3)","$1,850,000"
"VAFX2170144","RES","CLS","1645 International Dr #211","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/22/24","Redfin Corporation (REFC1)","$365,000"
"VAFX2170944","RES","CLS","1800 Old Meadow Rd #602","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","07/08/24","Compass (COMPS1)","$513,000"
"VAFX2170972","RES","CLS","6655 Hampton Park Ct","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","04/30/24","TTR Sotheby's International Realty (TTRS8)","$1,455,000"
"VAFX2170922","RES","CLS","1942 Kennedy Dr #203","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","04/22/24","Long & Foster Real Estate, Inc. (LNG83)","$360,000"
"VAFX2170914","RES","CLS","7621 Tremayne Pl #108","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","06/05/24","McEnearney Associates, Inc. (MCE6)","$485,000"
"VAFX2170586","RES","CLS","1411 Audmar Dr","Mclean","Fairfax, VA","4","2","Detached","04/15/24","RE/MAX Gateway, LLC (RMAX154)","$1,447,030"
"VAFX2170708","RES","CLS","7226 Aynsley Ln","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","04/30/24","Realty ONE Group Capital (ROGC1)","$1,100,000"
"VAFX2170696","RES","CLS","7811 Enola St #209","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","07/08/24","First Decision Realty LLC (FDER1)","$259,000"
"VAFX2170548","RES","CLS","1602 Holly Ct","Mclean","Fairfax, VA","4","3/1","Detached","03/08/24","Long & Foster Real Estate, Inc. (LNG83)","$1,220,000"
"VAFX2170414","RES","CLS","1417 Pathfinder Ln","Mclean","Fairfax, VA","4","2/0","Detached","04/16/24","Long & Foster Real Estate, Inc. (LNG84)","$1,200,000"
"VAFX2170420","RES","CLS","7847 Enola St Unit #7847","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","05/24/24","Fairfax Realty of Tysons (FRX2)","$430,000"
"VAFX2170252","RES","CLS","5900 Calla Dr","Mclean","Fairfax, VA","6","6/1","Detached","05/03/24","Long & Foster Real Estate, Inc. (LNG83)","$3,362,500"
"VAFX2169954","RES","CLS","6920 Chelsea Rd","Mclean","Fairfax, VA","3","3","Detached","05/07/24","Keller Williams Realty (KWR21)","$1,415,000"
"VAFX2154772","RES","CLS","8220 Crestwood Heights Dr #301","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/01/24","Virginia Select Homes, LLC. (VSH1)","$630,000"
"VAFX2170256","RES","CLS","7887 Jones Branch Dr #1001","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","03/26/24","The Mayhood Company (MHD1)","$1,728,000"
"VAFX2170162","RES","CLS","1415 Kurtz Rd","Mclean","Fairfax, VA","5","5/2","Detached","07/15/24","Long & Foster Real Estate, Inc. (LNG83)","$3,400,000"
"VAFX2169990","RES","CLS","1175 Swinks Mill Rd","Mclean","Fairfax, VA","4","2/1","Detached","04/15/24","Washington Fine Properties, LLC (WFP4)","$1,469,000"
"VAFX2170122","RES","CLS","1827 Dalmation Dr","Mclean","Fairfax, VA","6","6/2","Detached","04/17/24","Samson Properties (SAMP14)","$2,550,000"
"VAFX2168202","RES","CLS","1710 Fairview Ave","Mclean","Fairfax, VA","4","3/0","Detached","05/06/24","RE/MAX Real Estate Connections (RAES4)","$1,372,000"
"VAFX2170050","RES","CLS","1910 Wilson Ln #201","Mclean","Fairfax, VA","2","1","Penthouse Unit/Flat/Apartment","06/03/24","KW Metro Center (KWR19)","$360,000"
"VAFX2169716","RES","CLS","1962 Massachusetts Ave","Mclean","Fairfax, VA","7","5/2","Detached","06/12/24","Century 21 Redwood Realty (RDWG2)","$2,400,000"
"VAFX2169764","RES","CLS","1523 Lincoln Way #202","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/23/24","UnionPlus Realty, Inc. (UPR1)","$269,000"
"VAFX2167470","RES","CLS","1407 Mayhurst Blvd","Mclean","Fairfax, VA","5","4/1","Detached","04/30/24","Coldwell Banker Realty (CBRB58)","$2,300,000"
"VAFX2169698","RES","CLS","838 Alvermar Ridge Dr","Mclean","Fairfax, VA","8","9/2","Detached","04/26/24","Northern Virginia Real Estate Inc. (LMK1)","$3,150,000"
"VAFX2169106","RES","CLS","7454 Backett Wood Ter #403","Mclean","Fairfax, VA","3","2/1","Interior Row/Townhouse","04/18/24","RE/MAX Gateway, LLC (RMAX110)","$890,000"
"VAFX2168682","RES","CLS","1645 International Dr #TH14","Mclean","Fairfax, VA","2","2/1","Interior Row/Townhouse","04/03/24","4J Real Estate, LLC (JREALE)","$550,000"
"VAFX2167412","RES","CLS","8220 Crestwood Heights Dr #912","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","05/01/24","Long & Foster Real Estate, Inc. (LNG83)","$938,000"
"VAFX2169524","RES","CLS","6800 Fleetwood Rd #317","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/17/24","Long & Foster Real Estate, Inc. (LNG127)","$420,000"
"VAFX2169514","RES","CLS","1488 Evans Farm Dr","Mclean","Fairfax, VA","3","4/1","End of Row/Townhouse","09/03/24","Compass (COMPS5)","$2,200,000"
"VAFX2169482","RES","CLS","8350 Greensboro Dr #116","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","07/16/24","Spring Hill Real Estate, LLC. (SHIL1)","$353,000"
"VAFX2169456","RES","CLS","1524 Lincoln Way #307","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/30/24","Pearson Smith Realty, LLC (PSTH1)","$305,000"
"VAFX2169078","RES","CLS","7640 Provincial Dr #108","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","07/12/24","KW Metro Center (KWR17)","$450,000"
"VAFX2169260","RES","CLS","8522 Lewinsville Rd","Mclean","Fairfax, VA","6","5","Detached","05/23/24","Arlington Realty, Inc. (ARL1)","$2,080,000"
"VAFX2169360","RES","CLS","6825 Lemon Rd","Mclean","Fairfax, VA","7","7/1","Detached","09/27/24","KW Metro Center (KWR17)","$2,895,000"
"VAFX2165922","RES","CLS","1800 Old Meadow Rd #518","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/05/24","Samson Properties (SAMP33)","$299,000"
"VAFX2168922","RES","CLS","1808 Old Meadow Rd #413","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","04/18/24","Samson Properties (SAMP13)","$525,000"
"VAFX2169146","RES","CLS","1516 Pathfinder Ln","Mclean","Fairfax, VA","6","6/1","Detached","07/01/24","Real Broker, LLC (REKL1)","$1,750,000"
"VAFX2167974","RES","CLS","6800 Fleetwood Rd #713","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","04/19/24","McEnearney Associates, Inc. (MCE3)","$295,000"
"VAFX2165462","RES","CLS","1476 Evans Farm Dr","Mclean","Fairfax, VA","3","4/1","Interior Row/Townhouse","04/08/24","Washington Fine Properties, LLC (WFP4)","$1,832,500"
"VAFX2168496","RES","CLS","7740 Bridle Path Ln","Mclean","Fairfax, VA","4","3/1","Detached","05/02/24","Long & Foster Real Estate, Inc. (LNG83)","$1,780,000"
"VAFX2168904","RES","CLS","6811 Market Square Dr","Mclean","Fairfax, VA","4","2/2","End of Row/Townhouse","04/19/24","Homecoin.com (HMECOIN1)","$1,079,900"
"VAFX2168952","RES","CLS","903 Countryside Ct","Mclean","Fairfax, VA","5","5/1","Detached","05/10/24","Washington Fine Properties, LLC (WFP1)","$3,525,000"
"VAFX2168852","RES","CLS","1824 Deer Dr","Mclean","Fairfax, VA","7","7/1","Detached","04/01/25","KW Metro Center (KWR17)","$2,800,000"
"VAFX2167346","RES","CLS","1567 Westmoreland St","Mclean","Fairfax, VA","4","3","Detached","04/05/24","RE/MAX Real Estate Connections (RAES2)","$1,099,900"
"VAFX2168478","RES","CLS","7102 Enterprise Ave","Mclean","Fairfax, VA","3","2","Detached","04/05/24","Samson Properties (SAMP1)","$1,355,000"
"VAFX2168530","RES","CLS","6950 Duncraig Ct","Mclean","Fairfax, VA","4","3/0","Detached","04/01/24","Washington Fine Properties, LLC (WFP4)","$1,750,000"
"VAFX2168374","RES","CLS","6805 Langley Springs Ct","Mclean","Fairfax, VA","6","4/1","Detached","04/15/24","Compass (COMPS5)","$2,100,000"
"VAFX2167550","RES","CLS","1081 Old Cedar Rd","Mclean","Fairfax, VA","4","3/1","Detached","05/23/24","Samson Properties (SAMP6)","$1,599,500"
"VAFX2168334","RES","CLS","1800 Old Meadow Rd #1015","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/26/24","Spring Hill Real Estate, LLC. (SHIL1)","$277,000"
